㞮	deru
醆	sakazuki
醇	moppara
醉	you
醊	matsuru
醋	su
醍	tei
醎	seishiyu
醐	ko
醑	umazake
醒	sameru
醓	hishio
醔	furuzake
醕	koi
醖	kamosu
醗	kamosu
醘	sakazuki
醜	minikui
醞	kamosu
醡	sa
醢	shiokara
醤	hishio
醦	su
醨	usuzake
醪	nigoriza
醫	iyasu
醬	hishio
醭	kabi
醮	matsuru
醯	su
醰	tan
醱	kamosu
醲	jou
醳	eki
醴	amazake
醵	sakamori
醶	su
醸	kamosu
醺	you
醻	mukuiru
醼	sakamori
醽	rei
醿	bi
釀	kamosu
釁	chinuru
釂	nomihosu
釃	kosu
釅	su
釆	wakatsu
采	toru
釈	toku
釉	uwagusuri
釋	toku
里	sato
重	omoi
野	no
量	hakaru
釐	osameru
金	kane
釓	ishiyumi
釔	itoryuumu
釖	tou
釗	kezuru
釘	kugi
釙	aragane
釚	ishiyumi
釛	kane
釜	kama
針	hari
釞	surudoi
釟	kitaeru
釡	kama
釣	tsuri
釤	oogama
釥	yoikane
釦	botan
釧	udewa
釩	harau
釪	u
釬	kote
釭	karimo
釮	sorudoi
釯	hokosaki
釰	nibui
釱	ashikase
釵	kanzashi
釶	hoko
釷	toryuumu
釹	jo
釻	ishiyumi
釼	tsurugi
釽	kanagaki
釿	tatsu
鈀	ikusaguruma
鈁	sakatsubo
鈄	tou
鈅	getsu
鈆	namari
鈇	ono
鈉	kitaeru
鈊	kane
鈌	sasu
鈍	nibui
鈎	kagi
鈐	suki
鈑	itagane
鈒	teboko
鈓	nureru
鈔	hasamitoru
鈕	tsumami
鈖	fun
鈘	kama
鈜	kou
鈝	kine
鈞	hitoshii
鈣	karushiumu
鈤	gerumanyuumu
鈥	ka
鈦	chitanyuumu
鈨	habaki
鈩	irori
鈬	suzu
鈮	itomakinoashi
鈯	nibui
鈰	ken
鈳	a
鈴	suzu
鈵	katai
鈶	taryuumu
鈷	tatsu
鈸	suzu
鈹	oohari
鈺	takara
鈼	kama
鈾	uranyuumu
鈿	kanzashi
鉀	yoroi
鉂	kanawa
鉃	yajiri
鉄	kurogane
鉅	hagane
鉆	kanabasami
鉇	hoko
鉈	hoko
鉉	tsuru
鉊	ookama
鉋	kanna
鉍	bisumasu
鉎	sabi
鉏	suki
鉐	seki
鉑	burachina
鉗	kubikase
鉘	kazaru
鉙	kogane
鉚	yoikane
鉛	namari
鉜	kazari
鉝	ryuu
鉞	masakari
鉠	ei
鉡	suki
鉢	hachi
鉤	kagi
鉥	nagaibari
鉦	kane
鉧	kera
鉨	itomaonoashi
鉩	tadashii
鉮	shin
鉯	i
鉰	shi
鉱	aragane
鉵	suki
鉶	kanae
鉷	kou
鉸	hasami
鉹	koshiki
鉻	moru
鉼	ooban
鉽	kanaenotsukimono
鉾	hoko
鉿	ochikomuoto
銀	shirogane
銃	tsutsu
銅	akagane
銈	tei
銉	hari
銊	nokogirinooto
銍	kama
銎	kyou
銑	zuku
銒	sakeine
銓	hakari
銕	kurogane
銖	nibui
銗	kubikase
銘	shirusu
銙	kai
銚	nabe
銛	suki
銜	kutsuwa
銟	sa
銠	mutenyuumu
銤	osumiumu
銥	irijuumu
銧	rajuumu
銨	an
銫	seshuumu
銭	zeni
銯	kasugai
銲	kote
銳	surudoi
銶	nomi
銷	tokeru
銸	hasami
銹	sabi
銺	sou
銻	tei
銼	kama
銽	tatsu
銿	tsurigane
鋀	toryuumu
鋁	yasuri
鋂	kusari
鋃	rou
鋅	kohai
鋆	kane
鋇	atsugane
鋈	shirogane
鋋	teboko
鋌	jigane
鋍	akikoboreru
鋎	yaiba
鋏	tsurugi
鋐	utsuwa
鋒	hokosaki
鋓	surudoi
鋕	kizamu
鋗	kobachi
鋘	suki
鋙	kuichigau
鋜	ashikase
鋝	retsu
鋟	kizamu
鋠	kurogane
鋡	ireru
鋣	ya
鋤	kuwa
鋥	migaku
鋧	ken
鋨	kurogane
鋩	hokosaki
鋪	shiku
鋬	himo
鋭	surudoi
鋮	sei
鋰	richuumu
鋲	byou
鋳	iru
鋸	nokogiri
鋹	surudoi
鋺	kanamari
鋻	tsuruginoha
鋼	hagane
鋿	migaku
錀	usagiami
錂	ryou
錄	shirusu
錆	kuwashii
錈	magaru
錍	ono
錏	shikoro
錐	kiri
錑	kanna
錔	tsutsumu
錕	karimo
錘	tsumu
錙	wazuka
錚	dora
錜	kangishi
錝	sou
錞	shun
錟	tan
錠	joumae
錡	nokogiri
錢	zeni
錣	shikoro
錤	suki
錥	nabe
錦	nishiki
錧	kusabi
錨	ikari
錩	kanagu
錪	kama
錫	suzu
錬	neru
錮	fusagu
錯	majiru
録	shirusu
錳	mangan
錴	rojuumu
錵	nie
錶	hyou
錷	kadorinyuumu
錺	kazari
錻	bu
鍄	kei
鍇	tetsu
鍈	ei
鍉	utsuwa
鍊	neru
鍋	nabe
鍍	mekki
鍐	sou
鍑	kama
鍒	namagane
鍔	tsuba
鍕	kun
鍖	dai
鍗	kama
鍘	satsu
鍚	omogai
鍛	kitaeru
鍜	kitaeru
鍞	kou
鍠	masakari
鍤	suki
鍥	kama
鍧	kou
鍩	toru
鍪	kama
鍬	suki
鍭	ya
鍮	chuu
鍯	oonomi
鍰	mekata
鍱	itagane
鍳	kagami
鍴	kiri
鍵	kagi
鍶	seryuumu
鍺	makigane
鍼	hari
鍽	kane
鍾	sakazuki
鍿	shi
鎀	aragane
鎁	ya
鎂	maguneshiumu
鎈	sa
鎊	kezuru
鎋	kusabi
鎌	kama
鎍	harigane
鎏	utsukushiigane
鎐	sakazuki
鎒	suki
鎔	igata
鎕	tou
鎖	kusari
鎗	yari
鎘	kanaenotsukimono
鎚	tsuchi
鎛	kanekazari
鎞	kanzashi
鎡	kanae
鎣	migaku
鎤	kanenone
鎦	koshiki
鎧	yoroi
鎨	mebaeru
鎩	mebaeru
鎫	ban
鎬	nabe
鎭	shizumeru
鎮	shizumeru
鎰	kagi
鎴	sutoronshuumu
鎵	garyuumu
鎶	koromubyuumu
鎹	kasugai
鎺	habaki
鏁	kusari
鏃	yajiri
鏄	tetsunokatamari
鏅	kitaheru
鏆	ugatsu
鏇	rokuro
鏈	kusari
鏉	surudoi
鏊	yakinabe
鏋	kogane
鏌	baku
鏍	ra
鏐	ryuu
鏑	yajiri
鏓	oonome
鏖	minagoroshi
鏗	utsu
鏘	shou
鏙	majiru
鏛	migaku
鏜	tou
鏝	kote
鏞	tsurigane
鏟	itagane
鏡	kagami
鏢	kojiri
鏤	chiribameru
鏥	shuu
鏦	hoko
鏧	rou
鏨	tagane
鏷	aragane
鏸	surudoi
鏹	zeni
鏺	kama
鏻	tsuyoi
鏽	sabi
鐁	kanna
鐂	koshiki
鐃	dora
鐄	kou
鐇	chouna
鐈	takaashinonabe
鐉	sen
鐍	obidome
鐎	nabe
鐏	ishizuki
鐐	shirogane
鐓	ishizuki
鐔	tsuba
鐕	san
鐖	sakabari
鐗	hoko
鐘	kane
鐙	takatsuki
鐚	shikoro
鐟	chitanyuumu
鐡	kurogane
鐫	nomi
鐮	kama
鐯	kuha
鐱	suki
鐲	hurigane
鐳	kame
鐴	karasukinomimi
鐵	kurogane
鐶	wa
鐸	suzu
鐺	nabe
鐻	kanekake
鐽	tatsu
鐿	ichirubyuumu
鑁	ban
鑃	nabe
鑄	iru
鑅	kou
鑈	gei
鑊	kama
鑌	hagane
鑑	kagami
鑒	kagami
鑓	yari
鑕	kanatoko
鑙	katai
鑚	kiri
鑛	aragane
鑜	kareii
鑞	suzu
鑟	inbako
鑠	tokasu
鑡	ohoban
鑢	yasuri
鑣	kutsuwa
鑨	utsuwa
鑪	irori
鑫	kin
鑭	rantaniumu
鑮	oogane
鑯	kizamu
鑰	kagi
鑱	surudoi
鑲	igata
鑵	tsurube
鑷	kenuki
鑼	dora
鑽	kiri
鑾	suzu
鑿	nomi
钁	kuwa
钃	suki
钄	ran
铇	kanna
铓	hokosaki
铔	shikoro
铦	suki
锺	sakazuki
锽	masakari
镠	ryuu
镮	wa
镴	rou
長	nagai
镸	nagaai
镹	nagai
镾	wataru
門	kado
閂	kannuki
閃	hirameku
閄	koku
閇	tozasu
閈	sato
閉	tojiru
閊	tsukaeru
開	hiraku
閌	kou
閍	hou
閎	kou
閏	uruu
閑	shikiri
間	aida
閔	awaremu
閖	yuru
閘	hinokuchi
閙	sawagashii
閝	kirimado
閞	hashiranomasugata
閟	tojiru
閠	tama
閡	shimeru
関	seki
閣	kannuki
閤	kugurido
閥	iegara
閦	ooi
閧	kou
閨	neya
閩	ben
閫	shikimi
閬	rou
閭	mura
閱	kemisuru
閲	kemisuru
閴	shizuka
閶	shou
閹	shimobe
閺	ben
閻	chimata
閼	fusagu
閽	monban
閾	shikii
閿	miru
闃	shizuka
闆	miru
闇	tojiru
闈	i
闉	in
闊	hiroi
闋	tojiru
闌	tesuri
闍	utena
闐	sakan
闑	shikimi
闒	mura
闓	hiraku
闔	tobira
闕	kakeru
闖	ukagau
闗	seki
闘	tatakau
闙	hiraku
闚	ukagau
關	seki
闝	oboreru
闞	nozomu
闟	ochitsuku
闠	kai
闡	hiraku
闢	hiraku
闤	kaki
闥	tsuiji
闦	gon
阇	utena
阜	oka
阝	kozatohen
阞	roku
阡	aze
阢	gotsu
阤	saka
阥	kage
阦	hi
阨	fusagaru
阪	saka
阬	ana
阮	gen
阯	ato
阱	ana
防	fusegu
阳	hi
阷	nomu
阸	fusagaru
阺	ori
阻	habamu
阼	kizahashi
阽	kuzurekakaru
阿	kuma
陀	kewashii
陁	naname
陂	tsutsumi
附	tsuku
陋	semai
陌	michi
降	oriru
陏	ochiru
限	kagiru
陒	yaburetakaki
陔	gai
陖	kizahashi
陗	kehashikutakai
陘	tani
陛	kizahashi
陜	semai
陝	sen
陞	noboru
陟	noboru
陡	sobadatsu
院	in
陣	jindate
除	nozoku
陥	ochiiru
陦	tou
陪	shitagau
陬	sumi
陮	takai
陰	kage
陲	hotori
陳	tsuraneru
陴	himegaki
陵	misasagi
陶	sue
陷	ochiiru
陸	oka
険	kewashii
陻	husagu
陼	shima
陽	hi
陾	ooi
陿	semai
隁	tsutsumi
隂	kage
隃	koeru
隄	tsutsumi
隅	sumi
隆	nakadaka
隈	kuma
隉	ayaui
隊	kumi
隋	ochiru
隍	hori
階	kizahashi
随	shitagau
隐	kakureru
隑	nagai
隔	hedateru
隕	ochiru
隖	tsutsumi
隗	kewashii
隘	semai
隙	suki
隚	ishizue
際	kiwa
障	sawaru
隝	shima
隟	suki
隠	kakureru
隣	tonari
隤	ochiru
隥	kida
隦	himegaki
隧	michi
隨	shitagau
隩	kuma
險	kewashii
隮	noboru
隯	shima
隰	sawa
隱	kakureru
隲	noboru
隳	kuzureru
隴	une
隶	oyobu
隷	shimobe
隸	shimobe
隹	tori
隺	agaru
隻	hitotsu
隼	hayabusa
雀	suzume
雁	kari
雄	osu
雅	miyabiyaka
集	atsumaru
雇	yatou
雈	mimizuku
雉	kiji
雊	kou
雋	sugureru
雌	mesu
雍	yawaragu
雎	misago
雑	majiru
雒	mimizuku
雕	washi
雖	iedomo
雘	shinshiya
雙	futa
雚	kounotori
雛	hina
雜	majiru
雝	yawaragu
雞	niwatori
雟	tsubame
離	hanareru
難	katai
雨	ame
雩	amagoi
雪	yuki
雫	shizuku
雯	bun
雰	kiri
雱	hou
雲	kumo
零	ochiru
雷	kaminari
雹	hyou
雺	kiri
電	inazuma
需	nureru
霂	boku
霃	kumoru
霄	sora
霅	yakamashii
霆	ikazuchi
震	furuu
霈	hai
霉	tsuyu
霊	tama
霍	niwaka
霎	kosame
霏	moya
霑	uruou
霓	niji
霖	nagaame
霙	mizore
霚	kiri
霛	tama
霜	shimo
霝	rei
霞	kasumi
霡	kosame
霢	kosame
霣	ame
霤	amadare
霧	kiri
霨	i
霪	in
霰	arare
霱	medetaikumo
露	tsuyu
霳	ryuu
霸	hatagashira
霹	hatameku
霽	hareru
霾	tsuchifuru
靁	kaminari
靂	reki
靃	haoto
靄	moya
靆	tai
靈	tama
靉	ai
靊	fuu
靎	tsuru
靏	tsuru
靑	ao
青	ao
靕	tadashii
靖	yasui
靗	ukagafu
静	shizuka
靚	sei
靛	ai
靜	shizuka
非	soreru
靠	tagau
靡	nabiku
面	omo
靣	omo
靤	nikibi
靦	ten
靧	kai
靨	ekubo
革	kawa
靪	oginau
靫	utsubo
靭	shinayaka
靮	tazuna
靱	shinayaka
靳	munagai
靴	kutsu
靶	tazuna
靷	hikizuna
靸	kutsu
靹	ketsu
靺	matsu
靻	omogai
靼	nameshigawa
靽	kizuna
靿	kawagushi
鞀	huritsuzumi
鞁	hikizuna
鞄	kaban
鞅	munagai
鞆	tomo
鞉	huritsuzumi
鞋	waraji
鞍	kura
鞏	katai
鞐	kohaze
鞕	katai
鞖	sai
鞗	tazuna
鞘	saya
鞙	ken
鞚	omogai
鞜	kutsu
鞞	saya
鞟	kaku
鞠	mari
鞢	shou
鞣	nameshigawa
鞦	shirigai
鞨	kawagutsu
鞫	kiwameru
鞬	yumibukuro
鞭	muchi
鞮	kawagushi
鞱	tsutsumu
鞲	yugote
鞳	tou
鞴	utsubo
鞵	waraji
鞶	han
鞸	hizakake
鞹	kaku
鞺	tou
鞼	tazuna
鞾	kutsu
鞿	kutsubami
韁	tazuna
韃	muchiutsu
韄	katanosageo
韅	ken
韆	toru
韇	yazutsu
韈	tabi
韉	shitagura
韊	yazutsu
韋	nameshigawa
韌	shinayaka
韍	hizakake
韎	akanezomenokawa
韐	kawa
韑	hikari
韓	igeta
韔	yumibukuro
韗	kutsu
韘	yugake
韙	tadashii
韛	fuigau
韜	yubukuro
韝	yugote
韞	kakiiro
韠	hizakake
韡	sakan
韤	tabi
韭	nira
韮	nira
韯	yamanira
韱	yamanira
韲	namasu
音	oto
韴	togireru
韵	hibiki
韶	tsugu
韷	kamabisushii
韸	yawaragu
韺	ei
韻	hibiki
響	hibiku
頁	kashira
頂	itadaki
頃	koro
項	unaji
順	sunao
頇	ookii
須	hige
頉	otogai
頊	tadashii
頌	homeru
頍	atamawoageru
頎	katachigayoi
頏	nodo
預	azukeru
頑	katakuna
頒	wakeru
頓	nukazuku
頔	utsukushii
頖	wakatsu
頗	katayoru
領	unaji
頙	tadashii
頚	kubi
頜	ago
頞	hanasuji
頠	shitoyaka
頡	ookii
頣	ukagaimiru
頤	otogai
頥	ago
頦	ago
頫	utsumuku
頬	hoo
頭	atama
頮	kaowoarau
頯	hoobone
頰	hoo
頲	tei
頳	akai
頴	hosaki
頵	ookii
頷	ago
頸	kubi
頹	kuzureru
頻	shikirini
頼	tanomu
頽	kuzureru
頾	hige
顄	otogai
顆	tsubu
顇	yatsureru
顊	otogai
顋	ago
題	hitai
額	hitai
顎	ago
顏	kao
顑	kiiroi
顒	ookii
顓	uyauyashii
顔	kao
顕	akiraka
顖	hiyomeki
顗	uyauyashii
願	negau
顙	hitai
顚	itadaki
顛	itadaki
類	tagui
顢	ookinakao
顣	mayuwohisomeru
顥	shiroi
顦	yatsureru
顧	kaerimiru
顪	hoo
顫	furueru
顬	komekami
顯	akiraka
顰	shikameru
顱	kashira
顳	shou
顴	shiroi
颕	hosaki
風	kaze
颪	oroshi
颫	fu
颭	soyogu
颮	tsumujikaze
颯	hishigu
颰	hayate
颱	tai
颳	katsu
颴	tsumujikaze
颶	tsumujikase
颷	tsumujikaze
颸	suzushiikaze
颺	ageru
颻	you
颿	hashiru
飂	fuku
飃	tsumujikase
飄	tsumujikase
飅	fuku
飆	tsumujikaze
飇	tsumujikaze
飈	tsumujikaze
飌	kaze
飛	tobu
飜	hirugaeru
食	kuu
飡	nomu
飢	ueru
飣	takuwaeru
飥	mochi
飦	kayu
飧	banmeshi
飩	mushimochi
飪	niru
飫	akiru
飭	katameru
飮	nomu
飯	meshi
飰	kurau
飲	nomu
飳	konamochi
飴	ame
飶	kaori
飼	kau
飽	akiru
飾	kazaru
餁	niru
餂	umai
餃	ame
餅	mochi
餇	kuimono
餈	mochi
餉	kareii
養	yashinau
餌	mochi
餐	tabemono
餑	nagai
餒	ueru
餓	ueru
餔	yuumeshi
餕	tabenokoshi
餖	tou
餗	kayu
餘	amaru
餚	sonaeru
餛	kon
餜	mochi
餝	kazaru
餞	hanamuke
餟	matsuru
餠	mochi
餡	an
餢	hou
餤	susumu
餦	ame
餧	ueru
館	yakata
餫	okuru
餬	kayu
餮	tetsu
餱	hoshiii
餲	kusaru
餳	ame
餴	musu
餵	ueru
餹	ame
餺	haku
餻	konamochi
餼	okurimono
餽	okuru
餾	musu
饀	konamochi
饁	okuru
饂	udon
饅	man
饆	mochi
饇	aku
饈	susumeru
饉	ueru
饊	okoshi
饋	okuru
饌	sonaeru
饍	susumeru
饎	shi
饐	sueru
饑	ueru
饒	yutaka
饔	niru
饕	musaboru
饗	motenasu
饘	kayu
饙	musu
饛	yamamori
饜	aku
饞	musaboru
饟	kareii
饠	mochi
馓	okoshi
首	kubi
馗	hoobone
馘	mimikiru
香	kaori
馛	nioi
馝	kaori
馟	koubashii
馥	kaoru
馦	kou
馨	kaoru
馬	uma
馭	tsukau
馮	yoru
馰	teki
馱	noseru
馲	raba
馳	haseru
馴	nareru
馵	shu
馹	hayauma
馺	oitsuku
馼	bun
馽	tsunagu
馿	usagiuma
駁	madara
駃	raba
駄	noseru
駅	umaya
駆	kakeru
駈	kakeru
駉	maki
駐	todomaru
駑	nibui
駒	koma
駓	shirakage
駔	uma
駕	noru
駘	nugu
駙	soeuma
駚	you
駛	haseru
駜	koeru
駝	semushi
駞	semushi
駟	shi
駡	ba
駢	narabu
駧	hashiru
駪	ooi
駫	takumashii
駬	shunme
駭	odoroku
駮	madara
駰	doroashige
駱	kawarage
駲	shuu
駴	odoroku
駵	kurige
駸	shin
駹	bou
駻	arauma
駽	ken
駾	hashiru
駿	sugureru
騁	haseru
騂	akauma
騃	oroka
騄	ryoku
騅	ashige
騈	narabu
騋	rai
騌	tategami
騎	noru
騏	kuromidori
騐	shirushi
騑	soeuma
騒	sawagu
験	shirushi
騖	haseru
騗	kataru
騙	kataru
騞	kaku
騠	tei
騢	tsukige
騣	tategami
騤	susumu
騧	ka
騨	madarauma
騫	kakeru
騭	osuuma
騮	kurige
騰	noboru
騳	hashiru
騵	gen
騶	umakai
騷	sawagu
騸	sen
騺	omoi
騾	raba
驀	noru
驁	ogoru
驂	soeuma
驃	shirakage
驄	ashige
驅	kakeru
驇	omoi
驊	akakurige
驋	hashiru
驌	shuku
驍	takeshi
驎	madarauma
驑	kurige
驒	madarauma
驔	kurokurige
驕	ogoru
驖	kurokurige
驗	akashi
驚	odoroku
驛	umaya
驝	raba
驟	haseru
驢	usagiuma
驤	agaru
驥	ki
驩	yorokobu
驪	kurokoma
驫	hyuu
骉	hyuu
骎	shin
骔	sou
骨	hone
骪	magaru
骫	magaru
骬	u
骭	hagi
骮	kobone
骯	kou
骰	sai
骲	yajiri
骴	hone
骵	karada
骶	shiri
骸	mukuro
骹	hagi
骻	matagura
骼	hone
骾	kou
骿	hen
髀	momo
髁	momo
髃	gu
髄	zui
髆	kaigarabone
髈	momo
髎	koshibone
髏	rou
髐	kaburaya
髑	toku
髒	kitanai
髓	zui
體	karada
髕	hin
髖	koshibone
髗	atama
高	takai
髙	takai
髛	akiraka
髜	takai
髞	isogu
髟	hyou
髠	soru
髢	kamoji
髣	sanagara
髤	urushi
髥	oohige
髦	taregami
髧	tan
髩	bin
髪	kami
髫	unai
髬	hi
髭	hige
髮	kami
髯	hige
髱	tabo
髲	kamoji
髳	taregami
髴	samonitari
髵	agohige
髷	mage
髹	urushi
髺	tabaneru
髻	motodori
髽	kukurigami
髿	sa
鬀	soru
鬁	ri
鬂	bin
鬃	tategami
鬄	kamoji
鬅	hou
鬆	su
鬈	uruwashii
鬉	tategami
鬋	sen
鬌	ochiru
鬍	ko
鬎	ratsu
鬐	tategami
鬒	ooi
鬖	san
鬘	katsura
鬙	midareru
鬚	hige
鬛	tategami
鬜	hageru
鬟	wage
鬠	tabaneru
鬢	bin
鬣	tategami
鬥	tatakau
鬦	tatakau
鬧	sawagashii
鬨	toki
鬩	semegu
鬪	tatakau
鬫	hoeru
鬬	tatakau
鬭	tatakau
鬮	kuji
鬯	nobiru
鬰	shigeru
鬱	shigeru
鬲	kanae
鬳	koshiki
鬴	kama
鬵	oogama
鬶	kama
鬷	atsumaru
鬹	kama
鬺	niru
鬻	kayu
鬼	oni
鬽	bakemono
魁	kashira
魂	tamashii
魃	hideri
魄	tamashii
魅	mononoke
魈	sudama
魋	tai
魌	minikui
魍	bou
魎	kodama
魏	takai
魑	sudama
魔	mamono
魕	oni
魖	kyo
魗	nikumu
魘	osowareru
魚	uo
魛	tachiuo
魜	jin
魞	eri
魡	tsuru
魣	tanago
魥	kogame
魦	same
魨	fugu
魩	hachi
魪	karei
魫	sakanonoko
魬	karei
魭	aoumigame
魮	hi
魯	oroka
魲	ro
魳	buri
魴	oshikiuo
魵	ebi
魷	yuu
魸	namazu
魹	todo
魿	uneru
鮀	namazu
鮃	hirame
鮄	saba
鮅	masu
鮆	etsu
鮇	iwana
鮉	tai
鮊	migoi
鮋	haya
鮍	kawahagi
鮎	ayu
鮏	namagusai
鮐	fugu
鮑	awabi
鮒	funa
鮓	sushi
鮔	kyo
鮖	kajika
鮗	konoshiro
鮚	hamaguri
鮝	fuka
鮞	harago
鮟	an
鮠	haya
鮦	katsuo
鮧	oonamazu
鮨	sushi
鮩	nigoi
鮪	maguro
鮫	same
鮬	tanago
鮭	fugu
鮮	azayaka
鮰	kai
鮱	bora
鮲	mate
鮴	gori
鮷	namazu
鮸	nibe
鮹	tako
鮻	same
鮼	shin
鮾	dai
鮿	hoshiuo
鯀	kon
鯁	kou
鯆	iruka
鯇	kan
鯈	haya
鯉	koi
鯊	haze
鯋	haze
鯎	ugui
鯏	asari
鯐	subashiri
鯑	kazunoko
鯒	kochi
鯔	bora
鯖	saba
鯗	fuka
鯘	kusaru
鯛	tai
鯝	harawata
鯟	kado
鯡	nishin
鯢	sanshouuo
鯣	surume
鯤	harago
鯥	mutsu
鯧	managatsuo
鯨	kujira
鯪	senzankou
鯫	migoi
鯯	konoshiro
鯰	namazu
鯱	shachi
鯲	dojou
鯳	sukesou
鯵	aji
鯷	namazu
鯸	fugu
鯹	namagusai
鯺	fugu
鯽	funa
鯿	oshikiuo
鰀	amenouo
鰁	sen
鰂	ika
鰃	wai
鰄	i
鰆	sawara
鰈	karei
鰉	higai
鰊	nishin
鰋	namazu
鰌	dojou
鰍	dojou
鰏	hyoku
鰐	wani
鰑	unagi
鰒	awabi
鰓	era
鰔	tara
鰕	ebi
鰖	ta
鰘	muroaji
鰙	wakasagi
鰚	haraka
鰛	iwashi
鰜	nishin
鰞	ika
鰡	ryuu
鰢	umiebi
鰣	konoshiro
鰤	buri
鰥	yamoo
鰦	haya
鰧	okoze
鰨	karei
鰩	ei
鰪	managatsuo
鰭	hire
鰮	iwashi
鰯	iwashi
鰰	hatahata
鰱	tanago
鰲	oogame
鰵	ishimochi
鰶	konoshiro
鰷	haya
鰹	katsuo
鰺	aji
鰻	unagi
鰽	konoshiro
鰾	ukibukuro
鱁	same
鱂	shou
鱃	dojou
鱄	sen
鱅	konoshiro
鱆	tako
鱇	kou
鱈	tara
鱉	suppon
鱊	itsu
鱎	migoi
鱏	kajiki
鱐	hoshiuo
鱒	masu
鱓	umihebi
鱔	umihebi
鱖	sake
鱗	uroko
鱘	chouzame
鱚	kisu
鱛	eso
鱜	kyou
鱝	fun
鱞	yamoo
鱟	kabutogani
鱠	namasu
鱣	koi
鱤	tara
鱧	hamo
鱨	gigi
鱩	hatahata
鱪	shiira
鱫	mutsu
鱮	tanago
鱰	shiira
鱲	karasumi
鱵	sayori
鱶	himono
鱷	wani
鱸	suzuki
鱻	atarashii
鲉	hae
鲊	sushi
鲌	migoi
鲏	kawahagi
鲙	namasu
鲬	kochi
鲹	aji
鲾	hyaku
鳁	iwashi
鳥	tori
鳦	tsubame
鳧	kamo
鳩	hato
鳫	kari
鳬	kamo
鳮	niwatori
鳯	ootori
鳰	nio
鳲	yobukodori
鳳	ootori
鳴	naku
鳶	tobi
鳷	shi
鳹	tsuibamu
鴂	sasagi
鴃	mozu
鴆	chin
鴇	nogan
鴈	kari
鴉	karasu
鴋	mizogoisagi
鴎	kamome
鴑	do
鴒	rei
鴕	ta
鴗	kawasemi
鴘	wakataka
鴛	en
鴜	hahadori
鴝	hahatsuchou
鴞	fukurou
鴟	tobi
鴣	shako
鴦	oshidori
鴨	kamo
鴪	itsu
鴫	shigi
鴬	uguisu
鴯	ji
鴰	manazuru
鴲	shime
鴳	uzura
鴴	suzume
鴺	tei
鴻	ootori
鴼	sagi
鴽	uzura
鴾	toki
鴿	hato
鵁	kou
鵂	mimizuku
鵃	chuu
鵄	tobi
鵅	raku
鵆	chidori
鵇	toki
鵈	ten
鵊	hototogisu
鵐	funashiuzu
鵑	ken
鵓	hotsu
鵔	shun
鵙	mozu
鵜	u
鵝	ga
鵞	ga
鵟	yotaka
鵠	kugui
鵡	bu
鵢	shin
鵣	rai
鵤	ikaruga
鵥	kakesu
鵧	mozu
鵩	mimizuku
鵪	uzura
鵫	kiji
鵬	ootori
鵯	hyo
鵰	washi
鵲	kasasagi
鵶	karasu
鵷	en
鵺	nue
鵻	kobato
鵼	nue
鵾	shamo
鶃	geki
鶄	goisagi
鶆	rai
鶇	tsugumi
鶉	uzura
鶊	kou
鶍	isuka
鶎	kikuitadaki
鶏	niwatori
鶒	oshidori
鶓	byou
鶕	funashiuzura
鶖	u
鶗	hototogisu
鶘	ko
鶚	misago
鶡	yamadori
鶤	kon
鶩	ahiru
鶪	mozu
鶫	tsugumi
鶬	manazuru
鶮	tsuru
鶯	uguisu
鶱	tobu
鶲	hitaki
鶴	tsuru
鶵	hina
鶸	hiwa
鶹	mimizuku
鶺	seki
鶻	hayabusa
鶼	tsuibamu
鶿	u
鷁	geki
鷂	hashitaka
鷃	uzura
鷄	niwatori
鷆	kasui
鷇	hina
鷉	tei
鷊	geki
鷏	kasui
鷓	sha
鷔	tobiuo
鷕	naku
鷖	kamome
鷗	kamome
鷙	aradori
鷚	hibari
鷞	taka
鷟	ootori
鷠	gyo
鷥	shirasagi
鷦	sazaki
鷧	u
鷩	hetsu
鷫	shuku
鷭	ban
鷮	ooyamadori
鷯	ryou
鷰	tsubame
鷲	washi
鷳	tobi
鷴	tobi
鷸	shigi
鷹	taka
鷺	sagi
鷽	uso
鷾	i
鸂	oshidori
鸇	hayabusa
鸊	kobato
鸎	you
鸐	yamadori
鸑	gaku
鸒	yo
鸕	atama
鸖	tsuru
鸙	hibari
鸚	ou
鸛	kounotori
鸜	hahatsuchou
鸝	ri
鸞	ran
鸰	rei
鸴	uso
鹀	funashiuzu
鹟	hitaki
鹡	seki
鹢	geki
鹵	shio
鹶	nigai
鹸	aku
鹹	shiokarai
鹺	shio
鹻	shioke
鹼	aku
鹽	shio
鹿	shika
麀	mejika
麁	arai
麂	ki
麃	ooshika
麄	hanareru
麅	ooshika
麇	noro
麈	oujika
麋	nareshika
麌	ojika
麎	shin
麏	kin
麑	kanoko
麒	ki
麓	fumoto
麕	noro
麖	ooshika
麗	uruwashii
麘	kyou
麛	bei
麝	sha
麞	noro
麟	rin
麤	hanareru
麥	mugi
麦	mugi
麨	mugikogashi
麩	fusuma
麪	mugiko
麬	fusuma
麭	konamochi
麮	mugigayu
麯	kouji
麰	bou
麳	komugi
麴	kouji
麵	mugiko
麸	fusuma
麹	kouji
麺	mugiko
麻	asa
麼	komakai
麾	sashizuba
麿	maro
黃	ki
黄	ki
黆	takeshi
黈	kiiro
黋	kou
黌	manabeya
黍	kibi
黎	kuroi
黏	nebaru
黐	mochi
黑	kuroi
黒	kuro
